hgnc_symbol,gene_biotype,ensembl_gene_id,GO_category,kegg,Cluster,Core,DEG
SCAMP2,protein_coding,ENSG00000140497,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RHCG,protein_coding,ENSG00000140519,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MFGE8,protein_coding,ENSG00000140545,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NKD1,protein_coding,ENSG00000140807,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CPNE2,protein_coding,ENSG00000140848,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CMTM3,protein_coding,ENSG00000140931,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZSCAN32,protein_coding,ENSG00000140987,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CTRL,protein_coding,ENSG00000141086,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TAF4B,protein_coding,ENSG00000141384,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ASXL3,protein_coding,ENSG00000141431,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TP53,protein_coding,ENSG00000141510,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CARD14,protein_coding,ENSG00000141527,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TTYH2,protein_coding,ENSG00000141540,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CEP131,protein_coding,ENSG00000141577,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ERBB2,protein_coding,ENSG00000141736,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
FKBP10,protein_coding,ENSG00000141756,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MVB12A,protein_coding,ENSG00000141971,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CCDC97,protein_coding,ENSG00000142039,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM91,protein_coding,ENSG00000142046,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PGGHG,protein_coding,ENSG00000142102,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AKT1,protein_coding,ENSG00000142208,No enriched GO,kegg,AD_cluster2,non core,non DEG
ADAMTS10,protein_coding,ENSG00000142303,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RNPEPL1,protein_coding,ENSG00000142327,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CAPN10,protein_coding,ENSG00000142330,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MYO1F,protein_coding,ENSG00000142347,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PRDM16,protein_coding,ENSG00000142611,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HSPG2,protein_coding,ENSG00000142798,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PRKACB,protein_coding,ENSG00000142875,No enriched GO,No_kegg,AD_cluster2,core,non DEG
TINAGL1,protein_coding,ENSG00000142910,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MOB3C,protein_coding,ENSG00000142961,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ITGA10,protein_coding,ENSG00000143127,No enriched GO,No_kegg,AD_cluster2,non core,Up-regulated
NME7,protein_coding,ENSG00000143156,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DCAF6,protein_coding,ENSG00000143164,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
XPR1,protein_coding,ENSG00000143324,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SETDB1,protein_coding,ENSG00000143379,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CERS2,protein_coding,ENSG00000143418,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GABPB2,protein_coding,ENSG00000143458,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SYT14,protein_coding,ENSG00000143469,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SCCPDH,protein_coding,ENSG00000143653,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EPHX1,protein_coding,ENSG00000143819,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SOX13,protein_coding,ENSG00000143842,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HNRNPLL,protein_coding,ENSG00000143889,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
WDPCP,protein_coding,ENSG00000143951,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
TEX261,protein_coding,ENSG00000144043,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZC3H8,protein_coding,ENSG00000144161,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NXPH2,protein_coding,ENSG00000144227,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC4A10,protein_coding,ENSG00000144290,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF385B,protein_coding,ENSG00000144331,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UBR3,protein_coding,ENSG00000144357,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GULP1,protein_coding,ENSG00000144366,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ACKR3,protein_coding,ENSG00000144476,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CTDSP1,protein_coding,ENSG00000144579,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GMPPA,protein_coding,ENSG00000144591,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EIF2A,protein_coding,ENSG00000144895,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AMT,protein_coding,ENSG00000145020,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
STXBP5L,protein_coding,ENSG00000145087,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLIT2,protein_coding,ENSG00000145147,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
FIP1L1,protein_coding,ENSG00000145216,No enriched GO,No_kegg,AD_cluster2,core,non DEG
EPHA5,protein_coding,ENSG00000145242,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
OCIAD2,protein_coding,ENSG00000145247,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SNCA,protein_coding,ENSG00000145335,No enriched GO,kegg,AD_cluster2,non core,non DEG
CAMK2D,protein_coding,ENSG00000145349,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ANK2,protein_coding,ENSG00000145362,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NAF1,protein_coding,ENSG00000145414,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RNF175,protein_coding,ENSG00000145428,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GLRA3,protein_coding,ENSG00000145451,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CDH18,protein_coding,ENSG00000145526,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MYO10,protein_coding,ENSG00000145555,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PPIP5K2,protein_coding,ENSG00000145725,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PAM,protein_coding,ENSG00000145730,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FBXL17,protein_coding,ENSG00000145743,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GABRA6,protein_coding,ENSG00000145863,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PSD2,protein_coding,ENSG00000146005,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FAM193B,protein_coding,ENSG00000146067,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HMGCLL1,protein_coding,ENSG00000146151,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RSPO3,protein_coding,ENSG00000146374,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
INTS15,protein_coding,ENSG00000146576,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC12A9,protein_coding,ENSG00000146828,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GIGYF1,protein_coding,ENSG00000146830,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DENND2A,protein_coding,ENSG00000146966,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SYTL5,protein_coding,ENSG00000147041,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SYBU,protein_coding,ENSG00000147642,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRP12,protein_coding,ENSG00000147650,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EBAG9,protein_coding,ENSG00000147654,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF7,protein_coding,ENSG00000147789,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C9orf72,protein_coding,ENSG00000147894,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
ZNG1E,protein_coding,ENSG00000147996,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UGCG,protein_coding,ENSG00000148154,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CRB2,protein_coding,ENSG00000148204,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ALAD,protein_coding,ENSG00000148218,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MED22,protein_coding,ENSG00000148297,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GTF3C5,protein_coding,ENSG00000148308,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NOTCH1,protein_coding,ENSG00000148400,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
NACC2,protein_coding,ENSG00000148411,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MINDY3,protein_coding,ENSG00000148481,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PAOX,protein_coding,ENSG00000148832,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BTBD10,protein_coding,ENSG00000148925,No enriched GO,No_kegg,AD_cluster2,core,non DEG
ZNF215,protein_coding,ENSG00000149054,No enriched GO,No_kegg,AD_cluster2,non core,Down-regulated
TNKS1BP1,protein_coding,ENSG00000149115,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ADAM33,protein_coding,ENSG00000149451,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EML3,protein_coding,ENSG00000149499,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CPSF7,protein_coding,ENSG00000149532,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ESAM,protein_coding,ENSG00000149564,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KIAA1755,protein_coding,ENSG00000149633,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
SOGA1,protein_coding,ENSG00000149639,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LTO1,protein_coding,ENSG00000149716,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLCB3,protein_coding,ENSG00000149782,No enriched GO,kegg,AD_cluster2,non core,non DEG
CDC42EP2,protein_coding,ENSG00000149798,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CNKSR2,protein_coding,ENSG00000149970,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MPP7,protein_coding,ENSG00000150054,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CDH8,protein_coding,ENSG00000150394,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
MIA2,protein_coding,ENSG00000150527,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPM6A,protein_coding,ENSG00000150625,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
WDR17,protein_coding,ENSG00000150627,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CD226,protein_coding,ENSG00000150637,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPR158,protein_coding,ENSG00000151025,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
THRB,protein_coding,ENSG00000151090,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NGLY1,protein_coding,ENSG00000151092,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DLG5,protein_coding,ENSG00000151208,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC2A13,protein_coding,ENSG00000151229,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CSNK1G3,protein_coding,ENSG00000151292,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AKAP6,protein_coding,ENSG00000151320,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C4orf33,protein_coding,ENSG00000151470,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTPRO,protein_coding,ENSG00000151490,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
ADAM8,protein_coding,ENSG00000151651,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NBAS,protein_coding,ENSG00000151779,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF385D,protein_coding,ENSG00000151789,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TDO2,protein_coding,ENSG00000151790,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GUF1,protein_coding,ENSG00000151806,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CCDC175,protein_coding,ENSG00000151838,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PARP8,protein_coding,ENSG00000151883,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CACUL1,protein_coding,ENSG00000151893,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SCHIP1,protein_coding,ENSG00000151967,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RABGAP1L,protein_coding,ENSG00000152061,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM178A,protein_coding,ENSG00000152154,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARK2N,protein_coding,ENSG00000152242,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TADA1,protein_coding,ENSG00000152382,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GUCY1A2,protein_coding,ENSG00000152402,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF837,protein_coding,ENSG00000152475,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CAMK4,protein_coding,ENSG00000152495,No enriched GO,No_kegg,AD_cluster2,non core,Down-regulated
TRIM36,protein_coding,ENSG00000152503,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GRIA4,protein_coding,ENSG00000152578,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
IGSF10,protein_coding,ENSG00000152580,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PANK1,protein_coding,ENSG00000152782,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GRM1,protein_coding,ENSG00000152822,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
CARHSP1,protein_coding,ENSG00000153048,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ANAPC1,protein_coding,ENSG00000153107,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RGPD3,protein_coding,ENSG00000153165,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SCN3A,protein_coding,ENSG00000153253,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CYRIB,protein_coding,ENSG00000153310,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C16orf89,protein_coding,ENSG00000153446,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FBXL2,protein_coding,ENSG00000153558,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UBP1,protein_coding,ENSG00000153560,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KCTD15,protein_coding,ENSG00000153885,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CACNA2D1,protein_coding,ENSG00000153956,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZUP1,protein_coding,ENSG00000153975,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NUS1,protein_coding,ENSG00000153989,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PPP2R5E,protein_coding,ENSG00000154001,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ROBO3,protein_coding,ENSG00000154134,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
ABCA10,protein_coding,ENSG00000154263,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ABCA5,protein_coding,ENSG00000154265,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
OXNAD1,protein_coding,ENSG00000154814,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLCL2,protein_coding,ENSG00000154822,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CXXC1,protein_coding,ENSG00000154832,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
APCDD1,protein_coding,ENSG00000154856,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PIP4P2,protein_coding,ENSG00000155099,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TTC39B,protein_coding,ENSG00000155158,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MARVELD1,protein_coding,ENSG00000155254,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
USP25,protein_coding,ENSG00000155313,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C16orf87,protein_coding,ENSG00000155330,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRIM74,protein_coding,ENSG00000155428,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HYCC2,protein_coding,ENSG00000155744,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AFF2,protein_coding,ENSG00000155966,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MICU3,protein_coding,ENSG00000155970,No enriched GO,No_kegg,AD_cluster2,core,non DEG
GRIP1,protein_coding,ENSG00000155974,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CARNMT1,protein_coding,ENSG00000156017,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MMP16,protein_coding,ENSG00000156103,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ADAMTS3,protein_coding,ENSG00000156140,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UNC5D,protein_coding,ENSG00000156687,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PRR14,protein_coding,ENSG00000156858,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FBRS,protein_coding,ENSG00000156860,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CPT2,protein_coding,ENSG00000157184,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NECAP2,protein_coding,ENSG00000157191,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DHRS4,protein_coding,ENSG00000157326,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FCSK,protein_coding,ENSG00000157353,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DYRK1A,protein_coding,ENSG00000157540,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TAB3,protein_coding,ENSG00000157625,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC38A10,protein_coding,ENSG00000157637,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DGKI,protein_coding,ENSG00000157680,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
BRAF,protein_coding,ENSG00000157764,Neurogenesis,kegg,AD_cluster2,non core,non DEG
TNFRSF14,protein_coding,ENSG00000157873,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RHPN1,protein_coding,ENSG00000158106,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
XKR8,protein_coding,ENSG00000158156,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PPP1R9A,protein_coding,ENSG00000158528,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DYNC1I1,protein_coding,ENSG00000158560,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DEDD,protein_coding,ENSG00000158796,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF276,protein_coding,ENSG00000158805,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FHIP2B,protein_coding,ENSG00000158863,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CDC42SE2,protein_coding,ENSG00000158985,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARHGAP27,protein_coding,ENSG00000159314,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EFCAB14,protein_coding,ENSG00000159658,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PSKH1,protein_coding,ENSG00000159792,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ATAD3B,protein_coding,ENSG00000160072,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ABCG1,protein_coding,ENSG00000160179,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PKNOX1,protein_coding,ENSG00000160199,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CBS,protein_coding,ENSG00000160200,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RRP1B,protein_coding,ENSG00000160208,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
VAV2,protein_coding,ENSG00000160293,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C21orf58,protein_coding,ENSG00000160298,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SHKBP1,protein_coding,ENSG00000160410,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PCSK7,protein_coding,ENSG00000160613,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZBTB7B,protein_coding,ENSG00000160685,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CRTC2,protein_coding,ENSG00000160741,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PMF1,protein_coding,ENSG00000160783,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LMNA,protein_coding,ENSG00000160789,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NBEAL2,protein_coding,ENSG00000160796,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTH1R,protein_coding,ENSG00000160801,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF394,protein_coding,ENSG00000160908,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAML1,protein_coding,ENSG00000161021,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PCYT1A,protein_coding,ENSG00000161217,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
THAP8,protein_coding,ENSG00000161277,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GRIN2C,protein_coding,ENSG00000161509,Synapse signaling,kegg,AD_cluster2,non core,non DEG
FDXR,protein_coding,ENSG00000161513,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM143,protein_coding,ENSG00000161558,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ALDH16A1,protein_coding,ENSG00000161618,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ITGA5,protein_coding,ENSG00000161638,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ASB16,protein_coding,ENSG00000161664,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DBF4B,protein_coding,ENSG00000161692,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLCD3,protein_coding,ENSG00000161714,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RAVER1,protein_coding,ENSG00000161847,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SYCE2,protein_coding,ENSG00000161860,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LEMD2,protein_coding,ENSG00000161904,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
WDR90,protein_coding,ENSG00000161996,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AMDHD2,protein_coding,ENSG00000162066,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRP5,protein_coding,ENSG00000162337,No enriched GO,kegg,AD_cluster2,non core,non DEG
FAM151A,protein_coding,ENSG00000162391,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PRKAA2,protein_coding,ENSG00000162409,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GMEB1,protein_coding,ENSG00000162419,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SELENON,protein_coding,ENSG00000162430,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DHRS3,protein_coding,ENSG00000162496,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SCNN1D,protein_coding,ENSG00000162572,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KCNT2,protein_coding,ENSG00000162687,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
VANGL2,protein_coding,ENSG00000162738,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
OLFML2B,protein_coding,ENSG00000162745,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KCNJ3,protein_coding,ENSG00000162989,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
INHBB,protein_coding,ENSG00000163083,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ANKRD23,protein_coding,ENSG00000163126,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PACRGL,protein_coding,ENSG00000163138,No enriched GO,No_kegg,AD_cluster2,core,non DEG
TMEM79,protein_coding,ENSG00000163472,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NEK10,protein_coding,ENSG00000163491,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ANKZF1,protein_coding,ENSG00000163516,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SUCLG1,protein_coding,ENSG00000163541,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PRKCI,protein_coding,ENSG00000163558,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PPM1L,protein_coding,ENSG00000163590,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CADPS,protein_coding,ENSG00000163618,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SYNPR,protein_coding,ENSG00000163630,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
THOC7,protein_coding,ENSG00000163634,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TPRA1,protein_coding,ENSG00000163870,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KLF15,protein_coding,ENSG00000163884,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UVSSA,protein_coding,ENSG00000163945,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
METAP1,protein_coding,ENSG00000164024,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DNAJB14,protein_coding,ENSG00000164031,No enriched GO,No_kegg,AD_cluster2,core,non DEG
PLXNB1,protein_coding,ENSG00000164050,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
NDST3,protein_coding,ENSG00000164100,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SPMIP2,protein_coding,ENSG00000164123,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
STARD4,protein_coding,ENSG00000164211,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
WDR41,protein_coding,ENSG00000164253,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NDUFS4,protein_coding,ENSG00000164258,No enriched GO,kegg,AD_cluster2,non core,non DEG
GFM2,protein_coding,ENSG00000164347,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SHROOM1,protein_coding,ENSG00000164403,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC35A1,protein_coding,ENSG00000164414,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GRIK2,protein_coding,ENSG00000164418,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
STXBP5,protein_coding,ENSG00000164506,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MATCAP2,protein_coding,ENSG00000164542,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HCN1,protein_coding,ENSG00000164588,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
COG5,protein_coding,ENSG00000164597,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BRI3,protein_coding,ENSG00000164713,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CSMD3,protein_coding,ENSG00000164796,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ORC5,protein_coding,ENSG00000164815,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
